,x,y,yaw,s,km,kf
0,1.0,0.0,0.0,1.0,0.0,0.0
1,5.93248606241041,0.04477335408603979,0.561326648158848,5.904418983174315,0.003635581107118673,0.5042475412347811
2,10.97139558758923,0.04685384177199106,0.5454679523632097,11.00334932463324,0.0013404059716860524,0.28049162928143617
3,15.91463435115268,0.045808336622304505,0.5361381718403999,16.005325143277854,0.0007150076396122978,0.19346622011066927
4,20.954162466732427,0.046956363798501675,0.5343401647362965,21.10013557972375,0.00044428440287490453,0.14745269848591033
5,25.908865325219594,-0.01238485036512426,0.5193587731949882,26.10821936927239,6.269330658165227e-05,0.11766328828318222
6,5.952857738455988,1.9502677980709209,0.4983361898461735,6.3080235005857945,0.15206910132863133,-0.13169317797191382
7,10.977652997421089,2.0073597273578585,0.5262318232147648,11.201694551195006,0.04894816231762309,0.08355064097574406
8,15.900133660695607,1.9997012907193796,0.5266780189953999,16.103216446576536,0.023561770256890966,0.09996145895328014
9,20.977532732159833,2.027074496221998,0.5298008199546806,21.20285602622561,0.013793608848683712,0.09330601003699736
10,25.945729701821524,2.0256674333507045,0.528676293150669,26.206318212140953,0.009048091026951215,0.08387689878452288
11,5.95989365163808,3.941072622750063,0.5323902383507471,7.511224553343554,0.23162626439951606,-0.48404577356924405
12,10.93589821384132,3.925352596112569,0.5067838119799668,11.80071051519066,0.0880559738535562,-0.09271436943495406
13,15.952417764781774,3.9775236384687394,0.5198766622359215,16.600637760896834,0.04442223214940138,0.0099529938833321
14,20.949087579528594,3.9940947735691066,0.5238093536330594,21.50236551009194,0.026454953341878213,0.039768228671672484
15,25.985268240355907,4.0166608903452135,0.5261825265475714,26.50081782816511,0.0174808186990068,0.048625007016577945
16,5.979255449072514,5.950060385549822,0.5370825666181717,9.304897408249406,0.2483123724076069,-0.6129358195203664
17,11.029887825243835,5.9646217963702775,0.49796430889412835,13.002268781644243,0.11441930953955544,-0.22309903377016116
18,15.989215185312407,5.965673750246877,0.5133292091315987,17.40365989764349,0.06175639884233068,-0.06911397392346366
19,20.97048401841735,5.977342504964486,0.5194935839247696,22.10013727566161,0.03783904655870495,-0.01022331847598236
20,25.930823383603883,5.9729373036465745,0.5216823150109134,26.900607031034827,0.025357615093578208,0.014746540077955405
21,6.004728789543921,7.971997496017458,0.5228206376036437,11.507222761055429,0.23646992589945529,-0.6366737572211348
22,10.965825607538397,7.9447005027405755,0.528831986941112,14.40663142456893,0.1300736901435287,-0.2938630139571943
23,15.936140411196247,7.93046804344976,0.52464407943386,18.413531995134736,0.07529440564052614,-0.12885769750602952
24,20.965165229406956,7.942942666861402,0.5149362802616912,22.902561141729198,0.047538905997968034,-0.0546481698397432
25,25.970105258849546,7.970709907417753,0.5194345362350604,27.600121193809024,0.03245571215907272,-0.0167480029434629
26,5.9901382503462,9.965673417401618,0.5374914081962218,13.907695724433209,0.21740335382533213,-0.6065477360835893
27,10.980522352966256,9.983013585494447,0.5307157258673572,16.20288544925058,0.13567497836368964,-0.3379977633480283
28,16.03147218347369,9.94228551000832,0.5031925294273296,19.804711020565364,0.08396511031061892,-0.1808230216313134
29,21.017727081712437,9.966904762790412,0.5124919539661417,24.003120503554147,0.05536977214144774,-0.09236018981494469
30,25.940754125760467,9.920004287879216,0.5159831505748022,28.40669680561619,0.03863054572525547,-0.04516435197964391
31,6.013026418970579,11.975672546680517,0.5233109239779965,16.506845815113536,0.1966036310551994,-0.5698834072019936
32,10.999618069034977,11.98131473596233,0.5233486304594615,18.205216698968997,0.13519690421038705,-0.35966166215453443
33,15.96544544259702,11.939663438832186,0.527174654424989,21.30533070697361,0.0900921670785234,-0.20892611050946855
34,21.005520068406245,11.917743513595983,0.5089466131639474,25.201852664165415,0.061370956677566924,-0.12291669424542835
35,26.002274639453574,11.953022413321714,0.514769192836982,29.50263681421407,0.04382266038913517,-0.06996677640517533
36,1.0471906338566126,13.969722932158088,0.539109652151381,20.812754324923205,0.2074868569309694,-0.6401414599314111
37,6.013016631498702,13.980227649857417,0.523430411856071,19.206795722572256,0.17794061122625904,-0.5272537103037491
38,10.994836386020808,13.917223244716736,0.5307142007120365,20.310962550097262,0.13175898915920362,-0.3624375284245331
39,16.067129477072108,13.930759417673334,0.4981358800960004,23.102666919519347,0.09227590401652133,-0.23602743768041612
40,20.954905730840434,13.930150522551362,0.5257156343762146,26.608152218987236,0.06598169190337531,-0.14396173969465
41,26.015465301644607,13.945387883588245,0.5128692226086865,30.703085413259387,0.04803381599016187,-0.09109598141373461
42,1.0276312218981976,15.975213046117734,0.5368150007515399,23.909529597303923,0.1822896146803475,-0.5696296220691961
43,6.0357053476871645,15.932692311445416,0.5342584630562058,21.91317149099456,0.16178378240891864,-0.4852646943429786
44,11.003632236119643,15.98272957036228,0.5234563068638148,22.706068627903303,0.1262607813965495,-0.3587682164477665
45,15.980284860782549,15.974007241901344,0.5285130356500495,25.005011249004507,0.09354479912149151,-0.2437990920310994
46,20.963506201186025,15.932041935158137,0.5262542420707833,28.20474586098834,0.06885724314427988,-0.16175096156551064
47,25.9545645238974,15.939712886536975,0.5251309085740978,32.00638425942628,0.05151579073787953,-0.1067433012134024
48,1.0102811796364137,17.979088925242017,0.5351203627815457,27.0094790490419,0.16246067193562014,-0.5126820128261764
49,5.991197301890051,17.976744892749753,0.5333419005375147,24.808291771837855,0.14763547617933154,-0.4485224197866932
50,10.994857083198019,17.955904876891616,0.5307856685425895,25.10785789822634,0.12033449478904591,-0.3474821703657549
51,15.98621055917561,17.917282344210758,0.5282271661503559,27.004756642677375,0.09278872662423435,-0.2501744857519473
52,21.06441009426914,17.92876202536126,0.5044860887561218,30.003616600209913,0.07015822699616683,-0.17777615312783113
53,25.962616945644598,17.94469585603458,0.5255713205633408,33.509243101861095,0.05397439479656563,-0.12086233675802045
54,0.9999999999999999,0.0,0.0,1.0,0.0,0.0
55,5.999638516755828,0.002145763578560201,-0.03955438103486121,5.901454699442083,0.00018040591429129135,-0.038979572152694986
56,10.999704373496941,-0.011753002447328742,0.024810555073507615,10.994328597847979,-0.00023373014604302525,0.014831229804147139
57,15.999786794731104,-0.025068443904961633,0.015864679605742633,15.99403410874661,-0.00027652909213202084,0.007175605638289395
58,21.00000000000003,-2.9514423395470446e-22,8.776760613567232e-22,20.99918975465945,-1.415775110484139e-24,2.600812488912785e-22
59,26.0000000000001,-3.0266903970903164e-23,2.797385997816466e-24,25.995879063777334,-1.3317551793362944e-25,1.1909300298029453e-24
60,5.952508958012128,1.9770383036463155,-0.03085068599796998,6.307576440963514,0.15377112927243514,-0.5912693570519575
61,10.946371680736087,2.023990990655425,0.027122675526372608,11.194612899459836,0.04904142236481999,-0.18537277954400272
